name,budget,release_date,vote_average,adult,id,language,popularity,revenue,runtime,status,tagline,title,vote_count,First_genre,Second_genre,Third_genre,collection_name
Air Guitar Nation,0,2006-03-09,6.4,False,13070,en,3.185,0,81.0,Released,,Air Guitar Nation,14,Documentary,,,
Black Irish,0,2007-04-20,6.2,False,13071,en,2.887,0,95.0,Released,"Two brothers, you can choose your dreams, but you can't choose family.",Black Irish,15,Drama,,,
Brooklyn Rules,8000000,2007-04-30,6.0,False,13072,en,4.083,458232,99.0,Released,Not made to be broken,Brooklyn Rules,31,Drama,Action,Thriller,
Palindromes,0,2004-09-03,6.3,False,13073,en,6.07,0,100.0,Released,,Palindromes,87,Comedy,Drama,,
Resurrecting the Champ,0,2007-06-14,6.2,False,13074,en,6.294,0,112.0,Released,,Resurrecting the Champ,114,Drama,,,
Sherrybaby,2000000,2006-09-08,6.4,False,13075,en,6.636,622806,96.0,Released,No one makes it alone.,Sherrybaby,71,Drama,,,
Starting Out in the Evening,0,2007-01-01,6.8,False,13076,en,2.5269999999999997,0,111.0,Released,,Starting Out in the Evening,15,Drama,,,
Strength and Honour,0,2007-11-19,5.0,False,13077,en,1.895,418721,,Released,,Strength and Honour,6,Drama,,,
The Babysitters,0,2007-09-11,5.3,False,13078,en,14.22,44852,88.0,Released,These girls mean business.,The Babysitters,141,Drama,,,
The Life Before Her Eyes,8000000,2007-09-08,5.9,False,13079,en,7.4510000000000005,0,90.0,Released,Your life can change in an instant. That instant can last forever.,The Life Before Her Eyes,151,Thriller,Drama,Mystery,
UFC 85: Bedlam,0,2008-06-07,5.6,False,13080,en,1.9669999999999999,0,180.0,Released,,UFC 85: Bedlam,6,,,,
UFC 84: Ill Will,0,2008-05-24,6.6,False,13081,en,1.317,0,,Released,,UFC 84: Ill Will,4,,,,
UFC 83: Serra vs St-Pierre 2,0,2008-04-19,6.4,False,13082,en,1.0659999999999998,0,,Released,,UFC 83: Serra vs St-Pierre 2,4,,,,
UFC 82: Pride of a Champion,0,2008-03-01,6.4,False,13083,en,0.6,0,,Released,,UFC 82: Pride of a Champion,4,,,,
UFC 81: Breaking Point,0,2008-02-03,6.9,False,13084,en,1.213,0,,Released,,UFC 81: Breaking Point,4,,,,
UFC 80: Rapid Fire,0,2008-01-19,6.6,False,13085,en,1.065,0,120.0,Released,,UFC 80: Rapid Fire,4,,,,
UFC 79: Nemesis,0,2007-12-29,6.6,False,13086,en,1.604,0,,Released,,UFC 79: Nemesis,4,,,,
UFC 78: Validation,0,2007-11-17,5.9,False,13087,en,1.348,0,,Released,,UFC 78: Validation,4,,,,
UFC 77: Hostile Territory,0,2007-10-20,6.5,False,13088,en,1.689,0,,Released,,UFC 77: Hostile Territory,5,Action,,,
UFC 76: Knockout,0,2007-09-22,6.4,False,13089,en,1.665,0,178.0,Released,,UFC 76: Knockout,4,,,,
Sunshine Cleaning,5000000,2008-01-18,6.6,False,13090,en,6.821000000000001,16174377,102.0,Released,life's a messy business.,Sunshine Cleaning,435,Comedy,Drama,,
Sechse kommen durch die Welt,0,1972-08-18,5.0,False,13091,de,0.6,0,65.0,Released,,Sechse kommen durch die Welt,1,Mystery,Fantasy,Family,
How to Lose Friends & Alienate People,27000000,2008-10-02,6.1,False,13092,en,9.998,17286299,110.0,Released,"He's across the pond, and out of his depth.",How to Lose Friends & Alienate People,432,Comedy,Romance,Drama,
Dornröschen,0,1971-03-26,6.5,False,13093,de,0.9359999999999999,0,67.0,Released,,Dornröschen,2,Family,Fantasy,,
Dance of the Dead,0,2008-10-14,6.0,False,13094,en,6.007000000000001,0,87.0,Released,It's their night to come alive.,Dance of the Dead,100,Comedy,Horror,,
Killa Season,0,2006-04-26,4.2,False,13097,en,1.1059999999999999,0,128.0,Released,,Killa Season,5,,,,
Paid in Full,0,2002-10-25,7.0,False,13098,pt,4.743,3090862,93.0,Released,The American Dream... Their way.,Paid in Full,107,Action,Crime,Drama,
特警新人類,0,1999-06-18,5.4,False,13099,cn,2.439,0,114.0,Released,,Gen-X Cops,26,Action,Comedy,Thriller,
Das Feuerzeug,0,1959-04-17,7.3,False,13100,de,0.982,0,80.0,Released,,The Tinder Box,3,Fantasy,Family,,
Das kalte Herz,0,1950-12-08,5.6,False,13101,de,1.089,0,101.0,Released,,Heart of Stone,7,Family,Drama,Fantasy,
Das tapfere Schneiderlein,0,1956-09-27,5.5,False,13102,de,1.4,0,83.0,Released,The most suspenseful fairy tale adventure of your lifetime!,The Brave Little Tailor,2,Fantasy,Family,,
Frau Holle,0,1963-10-12,6.2,False,13103,de,1.723,0,57.0,Released,,Frau Holle,12,Family,,,
Froschkönig,0,1988-06-26,4.8,False,13104,de,0.6,0,65.0,Released,,The Frog Prince,4,Mystery,Fantasy,Family,
Mr. Mom,0,1983-07-22,6.5,False,13105,en,8.146,64783827,91.0,Released,"When mom goes to work, dad goes berserk!",Mr. Mom,135,Comedy,Drama,Family,
Dard Divorce,400000,2007-11-01,4.0,False,13106,en,2.3,0,85.0,Released,,Dard Divorce,7,Horror,,,
Henry Poole Is Here,0,2008-08-15,6.0,False,13107,en,6.0729999999999995,1829917,99.0,Released,Changing his attitude will take a miracle.,Henry Poole Is Here,99,Comedy,Drama,,
UFC 75: Champion vs. Champion,0,2007-09-08,6.4,False,13108,en,1.1059999999999999,0,,Released,,UFC 75: Champion vs. Champion,4,,,,
UFC 74: Respect,0,2007-08-25,7.1,False,13109,en,1.8780000000000001,0,,Released,,UFC 74: Respect,5,,,,
UFC 73: Stacked,0,2007-07-07,6.1,False,13110,en,1.06,0,,Released,,UFC 73: Stacked,4,,,,
UFC 72: Victory,0,2007-06-16,6.1,False,13111,en,1.32,0,,Released,,UFC 72: Victory,4,,,,
UFC 71: Liddell vs. Jackson,0,2007-05-26,6.6,False,13112,en,0.6,0,,Released,,UFC 71: Liddell vs. Jackson,4,,,,
UFC 70: Nations Collide,0,2007-04-21,6.4,False,13113,en,1.5619999999999998,0,210.0,Released,,UFC 70: Nations Collide,4,,,,
UFC 69: Shootout,0,2007-04-05,6.4,False,13114,en,1.063,0,,Released,,UFC 69: Shootout,4,,,,
UFC 68: The Uprising,0,2007-03-03,7.5,False,13115,en,1.138,0,,Released,,UFC 68: The Uprising,5,,,,
UFC 67: All or Nothing,0,2007-02-03,8.0,False,13116,en,0.6,0,,Released,,UFC 67: All or Nothing,4,,,,
UFC 66: Liddell vs. Ortiz,0,2006-12-30,6.4,False,13117,en,0.6,0,,Released,,UFC 66: Liddell vs. Ortiz,4,,,,
Feuer über Deutschland 2,0,2007-10-26,0.0,False,13118,en,0.6,0,332.0,Released,,Feuer über Deutschland 2,0,,,,
Hank and Mike,0,2008-01-01,6.6,False,13119,ab,1.8119999999999998,0,86.0,Released,,Hank and Mike,12,Comedy,,,
In Search of a Midnight Kiss,25000,2007-04-27,6.6,False,13120,en,4.099,0,90.0,Released,,In Search of a Midnight Kiss,46,Comedy,Drama,Romance,
Teeth,2000000,2008-01-18,5.2,False,13121,en,7.303999999999999,2340110,94.0,Released,Every rose has its thorns.,Teeth,386,Comedy,Horror,,
The People Under the Stairs,6000000,1991-11-01,6.4,False,13122,en,8.627,0,102.0,Released,In every neighborhood there is one house that adults whisper about and children cross the street to avoid.,The People Under the Stairs,280,,,,
Aamir,364000,2008-06-06,6.7,False,13123,hi,2.458,0,99.0,Released,Who Says That Man Scripts His Own Destiny By Himself?,Aamir,30,Thriller,,,
けんか空手 極真無頼拳,0,1975-12-27,7.2,False,13124,ja,2.416,0,87.0,Released,,Karate Bear Fighter,5,Action,Adventure,,Masutatsu Oyama Trilogy
けんか空手 極真拳,0,1975-08-09,7.2,False,13125,ja,1.639,0,85.0,Released,No one can touch this karate master... and live.,Karate Bullfighter,5,Action,Drama,,Masutatsu Oyama Trilogy
空手バカ一代,0,1977-05-14,8.0,False,13126,ja,1.0979999999999999,0,91.0,Released,,Karate for Life,4,Action,,,Masutatsu Oyama Trilogy
殺破狼,0,2005-11-18,6.9,False,13127,zh,10.432,0,93.0,Released,,SPL: Kill Zone,121,,,,SPL Collection
Sweet Rain: 死神の精度,0,2008-04-22,7.4,False,13128,ja,1.94,0,113.0,Released,,Sweet Rain: Accuracy of Death,15,Comedy,Drama,Fantasy,
Artie Lange: It's the Whiskey Talkin',0,2004-12-13,6.0,False,13129,en,1.4,0,47.0,Released,,Artie Lange: It's the Whiskey Talkin',1,Comedy,,,
UFC 65: Bad Intentions,0,2006-11-18,6.9,False,13131,en,0.9620000000000001,0,,Released,,UFC 65: Bad Intentions,4,,,,
All the Real Girls,0,2003-08-01,6.1,False,13132,en,5.747000000000001,0,108.0,Released,Love is a puzzle. These are the pieces.,All the Real Girls,48,Drama,Romance,,
UFC 64: Unstoppable,0,2006-10-14,6.6,False,13133,en,0.6,0,,Released,,UFC 64: Unstoppable,4,,,,
UFC 63: Hughes vs. Penn,0,2006-09-23,6.1,False,13134,en,1.3090000000000002,0,,Released,,UFC 63: Hughes vs. Penn,4,,,,
High Tech Soul: The Creation of Techno Music,0,2006-09-19,5.4,False,13135,en,1.3259999999999998,0,64.0,Released,,High Tech Soul: The Creation of Techno Music,4,Documentary,Music,,
Armin Only: Imagine,0,2008-07-29,5.2,False,13136,en,1.4869999999999999,0,120.0,Released,,Armin Only: Imagine,5,Music,,,
A Very British Gangster,0,2007-07-17,6.1,False,13137,en,2.912,0,97.0,Released,Look after those that look after you F*ck off those that f*ck off you,A Very British Gangster,16,Crime,Documentary,,
Lilla Jönssonligan & stjärnkuppen,0,2006-01-27,4.0,False,13138,sv,1.2329999999999999,0,74.0,Released,,Lilla Jönssonligan & stjärnkuppen,4,Comedy,,,Lilla Jönssonligan Collection
Kenny,0,2006-08-17,6.1,False,13140,en,2.9789999999999996,7778177,99.0,Released,,Kenny,26,Comedy,,,
Strangers with Candy,0,2006-07-28,5.8,False,13141,en,4.812,0,97.0,Released,,Strangers with Candy,41,Comedy,,,
UFC 89: Bisping vs. Leben,0,2008-10-18,5.2,False,13142,en,0.6,0,,Released,,UFC 89: Bisping vs. Leben,3,,,,
UFC 62: Liddell vs. Sobral,0,2006-08-26,6.4,False,13143,en,0.6,0,,Released,,UFC 62: Liddell vs. Sobral,4,,,,
UFC 61: Bitter Rivals,0,2006-07-08,5.9,False,13144,en,0.6,0,,Released,,UFC 61: Bitter Rivals,4,,,,
UFC 60: Hughes vs. Gracie,0,2006-05-27,6.1,False,13145,en,0.6,0,,Released,,UFC 60: Hughes vs. Gracie,4,,,,
UFC 59: Reality Check,0,2006-04-15,6.4,False,13146,en,1.064,0,,Released,,UFC 59: Reality Check,4,,,,
UFC 58: USA vs. Canada,0,2006-03-04,6.4,False,13147,en,0.6,0,,Released,,UFC 58: USA vs. Canada,4,,,,
UFC 57: Liddell vs. Couture 3,0,2006-02-04,6.5,False,13148,en,1.436,0,,Released,,UFC 57: Liddell vs. Couture 3,5,,,,
UFC 56: Full Force,0,2005-11-19,5.5,False,13149,en,1.2429999999999999,0,,Released,,UFC 56: Full Force,3,,,,
Pride and Glory,30000000,2008-09-09,6.4,False,13150,en,8.812999999999999,31148328,130.0,Released,Truth. Honor. Loyalty. Family. What are you willing to sacrifice?,Pride and Glory,454,,,,
Scooby-Doo on Zombie Island,0,1998-09-22,7.3,False,13151,en,14.588,0,77.0,Released,"This time, the monsters are real!",Scooby-Doo on Zombie Island,266,,,,
Not Bewitched XXX,0,2008-09-23,6.6,True,13152,en,3.866,0,143.0,Released,,Not Bewitched XXX,7,Comedy,,,
Rapid Fire,10000000,1992-07-24,6.2,False,13153,en,7.19,14356479,95.0,Released,Unarmed and extremely dangerous!,Rapid Fire,86,Action,Thriller,,
Showdown in Little Tokyo,8000000,1991-08-23,6.0,False,13154,en,8.208,2275557,79.0,Released,One's a warrior. One's a wise guy. They're two L.A. cops going after a gang of drug lords. Feet first.,Showdown in Little Tokyo,183,Action,Thriller,,
Return to Oz,25000000,1985-06-21,6.6,False,13155,en,8.323,11137801,109.0,Released,An all-new adventure down the yellow brick road.,Return to Oz,253,Adventure,Family,Fantasy,Oz Collection
Secondhand Lions,0,2003-09-19,7.1,False,13156,en,6.903,0,111.0,Released,,Secondhand Lions,410,Comedy,Family,,
Aqua Teen Hunger Force Colon Movie Film for Theaters,0,2007-04-13,6.4,False,13158,en,4.422,0,86.0,Released,,Aqua Teen Hunger Force Colon Movie Film for Theaters,57,Animation,Comedy,,
Georgia Rule,20000000,2007-05-11,5.8,False,13159,en,7.247000000000001,0,113.0,Released,"In this family, attitude doesn't skip a generation.",Georgia Rule,254,Comedy,Drama,Romance,
Over Her Dead Body,10000000,2008-02-01,5.4,False,13160,en,7.711,0,95.0,Released,She's passed on... But she's not moving on.,Over Her Dead Body,255,Comedy,,,
Big Stan,0,2007-06-06,5.8,False,13161,en,7.482,0,105.0,Released,He'll have to kick some butt to save his own.,Big Stan,324,Comedy,,,
Blind Dating,0,2006-07-28,6.1,False,13162,en,7.7379999999999995,834457,99.0,Released,Date at your own risk.,Blind Dating,122,Comedy,Romance,,
Buying the Cow,0,2002-01-14,5.4,False,13163,en,5.024,0,88.0,Released,"Why buy the cow, when you can get the milk for free?",Buying the Cow,52,Comedy,Romance,,
Everything's Gone Green,0,2006-04-13,5.7,False,13164,en,3.341,0,95.0,Released,A new sort of comedy.,Everything's Gone Green,15,Comedy,,,
Freddy Got Fingered,0,2001-04-18,4.5,False,13166,en,8.866,0,87.0,Released,This time you can't change the channel.,Freddy Got Fingered,216,Comedy,,,
Mama's Boy,0,2007-12-14,4.4,False,13167,en,3.738,0,93.0,Released,,Mama's Boy,36,Comedy,Drama,Romance,
Smiley Face,0,2007-05-24,6.2,False,13168,en,6.742999999999999,179381,84.0,Released,High. How are you?,Smiley Face,142,Comedy,,,
The Baxter,0,2005-04-24,6.2,False,13169,en,4.172,0,91.0,Released,A romantic comedy for anyone who's ever been dumped.,The Baxter,24,Comedy,Romance,,
The Boys & Girls Guide to Getting Down,2100000,2007-03-23,6.3,False,13170,en,3.818,14487294,92.0,Released,,The Boys & Girls Guide to Getting Down,15,Comedy,Documentary,,
The Ex,0,2006-12-01,5.1,False,13171,en,7.444,3091922,90.0,Released,"Credit-grabbing, back-stabbing, wife-nabbing. Just another day at the office.",The Ex,114,Comedy,Romance,,
The Promotion,0,2008-06-06,5.3,False,13172,en,7.396,0,86.0,Released,Two guys. One job. No rules.,The Promotion,124,Comedy,,,
The Ten,0,2007-08-03,5.1,False,13173,en,7.098,0,96.0,Released,"If He'd meant the commandments literally, He'd have written them in stone.",The Ten,99,Comedy,,,
America: Freedom to Fascism,0,2006-01-01,7.3,False,13174,en,3.4330000000000003,0,109.0,Released,"In a time of universal deceit, telling the truth is a revolutionary act.",America: Freedom to Fascism,20,Documentary,,,
Esoteric Agenda,0,2008-02-28,7.0,False,13175,en,1.591,0,126.0,Released,,Esoteric Agenda,4,Documentary,,,
Battle in Seattle,8000000,2007-09-07,6.4,False,13177,en,6.327000000000001,908847,99.0,Released,"Six lives, six battles, one city.",Battle in Seattle,119,Action,Drama,,
Tinker Bell,48000000,2008-10-27,6.6,False,13179,en,13.355,0,78.0,Released,Enter the world of fairies,Tinker Bell,765,,,,Tinker Bell Collection
Zeitgeist: Addendum,0,2008-10-02,7.3,False,13180,en,7.308,0,123.0,Released,,Zeitgeist: Addendum,126,Documentary,History,War,Zeitgeist Collection
Der Teufel vom Mühlenberg,0,1955-04-06,7.0,False,13181,de,0.6,0,87.0,Released,,Der Teufel vom Mühlenberg,1,Fantasy,,,
Watchmen,130000000,2009-03-05,7.3,False,13183,en,20.842,185258983,163.0,Released,Justice is coming to all of us.  No matter what we do.,Watchmen,5380,Action,Mystery,Science Fiction,
Bangkok Dangerous,45000000,2008-08-21,5.2,False,13184,en,8.512,42487390,99.0,Released,There's only one way out.,Bangkok Dangerous,573,Action,Crime,Thriller,
Kidulthood,994000,2006-03-03,6.3,False,13185,en,5.971,165000,89.0,Released,Before adulthood comes...,Kidulthood,99,Drama,,,Kidulthood Collection
Wrong Turn 2: Dead End,4000000,2007-08-25,5.7,False,13186,en,16.264,0,96.0,Released,Evil Awaits.,Wrong Turn 2: Dead End,600,Horror,Thriller,,Wrong Turn Collection
A Charlie Brown Christmas,0,1965-12-09,7.6,False,13187,en,9.6,0,25.0,Released,"That's what Christmas is all about, Charlie Brown!",A Charlie Brown Christmas,299,,,,
Scrooge,0,1951-11-28,7.5,False,13188,en,9.818,0,86.0,Released,The Holiday Picture of All Time! Charles Dickens' Joyous Classic!,Scrooge,129,Fantasy,Drama,,
A Christmas Carol,0,1984-12-17,7.3,False,13189,en,11.036,0,100.0,Released,A new powerful presentation of the most loved ghost story of all time!,A Christmas Carol,125,,,,
Dead Space: Downfall,0,2008-10-27,6.0,False,13190,en,6.5760000000000005,0,74.0,Released,Meet Your Maker.,Dead Space: Downfall,149,,,,Dead Space Collection
"War, Inc.",5000000,2008-04-28,5.6,False,13191,en,8.036,1296184,106.0,Released,When it comes to war... America means business,"War, Inc.",153,,,,
Moonwalker,22000000,1988-10-29,6.3,False,13192,en,8.695,0,93.0,Released,A movie like no other,Moonwalker,241,Fantasy,Music,,
Saved!,0,2004-01-21,6.5,False,13193,en,6.856,0,92.0,Released,,Saved!,258,Comedy,Drama,,
Highlander: The Search for Vengeance,0,2007-06-05,6.4,False,13194,en,5.142,0,86.0,Released,"In revenge, patience is a virtue. And after a thousand years, Colin MacLeod doesn't give a damn about virtue ...",Highlander: The Search for Vengeance,38,,,,
Flawless,20000000,2007-09-01,6.6,False,13195,en,6.209,6819587,108.0,Released,,Flawless,239,Crime,Drama,Thriller,
Then She Found Me,0,2007-09-07,5.5,False,13196,en,7.109,0,100.0,Released,,Then She Found Me,90,Comedy,Drama,Romance,
10th & Wolf,8000000,2006-02-19,6.3,False,13197,en,4.442,143451,107.0,Released,"The Intersection Where Family, Honor and Betrayal Collide.",10th & Wolf,44,,,,
Wristcutters: A Love Story,0,2006-01-24,7.0,False,13198,en,6.882999999999999,0,88.0,Released,"Life is a trip, but the afterlife is one hell of a ride",Wristcutters: A Love Story,276,,,,
American Me,0,1992-03-13,7.3,False,13199,en,5.614,13,125.0,Released,In prison they are the law. On the streets they are the power.,American Me,64,Crime,Drama,Romance,
Red,2500000,2008-08-08,6.8,False,13200,en,5.361000000000001,0,93.0,Released,They should have told the truth...,Red,82,Drama,Thriller,,
Deuces Wild,0,2002-05-03,5.4,False,13201,en,5.19,0,96.0,Released,Some lines should never be crossed.,Deuces Wild,48,,,,
Animal 2,0,2007-09-04,5.5,False,13202,en,4.479,0,93.0,Released,,Animal 2,13,Drama,Action,Thriller,Animal Collection
Son in Law,0,1993-07-02,5.9,False,13203,en,8.389,36448200,95.0,Released,He's a relative nightmare.,Son in Law,141,Comedy,Drama,Romance,
Hellboy Animated: Blood and Iron,0,2007-03-10,6.3,False,13204,en,5.045,0,75.0,Released,,Hellboy Animated: Blood and Iron,41,,,,Hellboy (Animated) Collection
Bambi II,0,2006-01-26,6.2,False,13205,en,11.706,0,72.0,Released,A Son's Courage. A Father's Love.,Bambi II,484,Animation,Drama,Family,Bambi Collection
A Complete History of My Sexual Failures,0,2008-01-19,6.7,False,13206,en,2.458,0,90.0,Released,,A Complete History of My Sexual Failures,23,Documentary,Romance,,
Friday the 13th,19000000,2009-02-11,5.8,False,13207,en,13.859000000000002,91379051,97.0,Released,Welcome to Crystal Lake,Friday the 13th,1322,Horror,,,Friday the 13th Collection
آفساید,2500,2006-05-26,6.8,False,13209,fa,3.352,0,93.0,Released,,Offside,58,Comedy,Drama,,
The Dam Busters,0,1955-05-16,7.2,False,13210,en,5.246,0,124.0,Released,,The Dam Busters,58,,,,
Splinter,0,2008-10-31,6.0,False,13220,en,7.165,124191,82.0,Released,It will get under your skin.,Splinter,350,Horror,Thriller,,
Kautokeino-opprøret,7300000,2008-01-18,6.1,False,13221,no,1.449,0,100.0,Released,,The Kautokeino Rebellion,18,Drama,,,
The Devil and Daniel Johnston,0,2005-01-23,8.0,False,13222,en,5.568,0,110.0,Released,,The Devil and Daniel Johnston,64,Music,Documentary,,
Gran Torino,33000000,2008-12-09,8.0,False,13223,en,17.627,269958228,116.0,Released,Ever come across somebody you shouldn't have messed with?,Gran Torino,6264,Drama,,,
FernGully: The Last Rainforest,0,1992-04-10,6.3,False,13225,en,8.669,32710894,76.0,Released,Do you believe in humans?,FernGully: The Last Rainforest,320,,,,FernGully Collection
Jeff Tweedy: Sunken Treasure - Live in the Pacific Northwest,0,2006-01-01,8.5,False,13240,en,0.882,0,90.0,Released,,Jeff Tweedy: Sunken Treasure - Live in the Pacific Northwest,1,Documentary,Music,,
My Winnipeg,0,2007-09-07,7.1,False,13241,en,4.353,0,80.0,Released,The truth is relative.,My Winnipeg,41,,,,
Scotch Mist: A Film with Radiohead in It,0,2007-01-01,10.0,False,13242,en,1.456,0,42.0,Released,,Scotch Mist: A Film with Radiohead in It,1,Documentary,,,
Meet Bill,5000000,2007-09-07,6.0,False,13243,en,6.726,346592,97.0,Released,A comedy about someone you know.,Meet Bill,155,Comedy,Drama,Romance,
The Privileged Planet,0,2004-10-05,4.0,False,13244,en,1.5219999999999998,0,60.0,Released,The Search For Purpose In The Universe,The Privileged Planet,2,Documentary,,,
Atanarjuat,1934000,2002-02-01,7.2,False,13245,en,2.63,3786801,172.0,Released,,Atanarjuat: The Fast Runner,36,Fantasy,Drama,,
A Garfield Christmas Special,0,1987-12-21,7.2,False,13246,en,4.683,0,30.0,Released,,A Garfield Christmas Special,32,Animation,Family,,
A Muppet Family Christmas,0,1987-12-16,6.7,False,13247,en,4.775,0,48.0,Released,It's a merry Muppet Christmas with Fozzie and friends!,A Muppet Family Christmas,40,,,,
"Bah, Humduck!: A Looney Tunes Christmas",0,2006-11-14,6.6,False,13248,en,5.454,0,46.0,Released,,"Bah, Humduck!: A Looney Tunes Christmas",32,Animation,Family,Comedy,
